index,rank,id,name,tel,isCallLink,virtualTel,ppc,category/0,category/1,categoryPath/0/0,categoryPath/0/1,categoryPath/0/2,address,roadAddress,abbrAddress,shortAddress/0,shortAddress/1,display,telDisplay,reviewCount,ktCallMd,coupon,thumUrl,type,isSite,posExact,x,y,itemLevel,isAdultBusiness,streetPanorama/id,streetPanorama/pan,streetPanorama/tilt,streetPanorama/lng,streetPanorama/lat,streetPanorama/fov,skyPanorama/id,skyPanorama/pan,skyPanorama/tilt,skyPanorama/lng,skyPanorama/lat,skyPanorama/fov,insidePanorama,interiorPanorama,indoorPanorama,theme,poiInfo/relation/poiShapeType,poiInfo/relation/shapeKey/typeName,poiInfo/relation/shapeKey/wsid,poiInfo/relation/shapeKey/shapeID,poiInfo/relation/boundary/minX,poiInfo/relation/boundary/minY,poiInfo/relation/boundary/maxX,poiInfo/relation/boundary/maxY,poiInfo/relation/detail,poiInfo/hasRelation,poiInfo/road/poiShapeType,poiInfo/road/shapeKey,poiInfo/road/boundary,poiInfo/road/detail,poiInfo/hasRoad,poiInfo/land,poiInfo/hasLand,poiInfo/polygon,poiInfo/hasPolygon,homePage,description,entranceCoords/car/0/rep,entranceCoords/car/0/x,entranceCoords/car/0/y,entranceCoords/walk/0/rep,entranceCoords/walk/0/x,entranceCoords/walk/0/y,isPollingPlace,bizhourInfo,menuInfo,petrolInfo,couponUrl,couponUrlMobile,hasCardBenefit,menuExist,hasNaverBooking,naverBookingUrl,naverEasyOrderUrl,hasNaverSmartOrder,reservationLabel/standard,reservationLabel/preOrder,reservationLabel/table,reservationLabel/takeout,reservation/benefit,hasBroadcastInfo,broadcastInfo,shopWindowInfo,hasNPay,carWash,parkingPrice,card,distance,marker,markerSelected,michelinGuide,indoor,markerLabel,subway,categoryPath/1/0,categoryPath/1/1,categoryPath/1/2,poiInfo/relation,entranceCoords,streetPanorama,shortAddress/2,context/0,context/1,context/2,context/3,context/4,entranceCoords/car/1/rep,entranceCoords/car/1/x,entranceCoords/car/1/y,categoryPath/0/3,markerLabel/text,markerLabel/style,markerLabel/meta/type,markerLabel/meta/raw/minPrice,entranceCoords/walk/1/rep,entranceCoords/walk/1/x,entranceCoords/walk/1/y,entranceCoords/walk,skyPanorama,categoryPath/1/3,shortAddress
23,44,16079015,명품1호 호텔,062-381-1230,false,0507-1356-1246,1,숙박,여관,221941,221945,,광주광역시 서구 금호동 762-7,광주광역시 서구 금화로85번길 4-18,금호동 762-7,광주 서구,금화로85번길 4-18,명품1호 <b>호텔</b>,062-381-1230,6,2de04afcfb1ac2122fb7eba952779287,0,http://ldb.phinf.naver.net/20200813_153/15973125722146rGNI_JPEG/5ecb99ee4ab142.18598869.jpg,s,1,1,126.8589299,35.1330355,8,false,f5CyMgzCCF7lpjQUNPBU0w==,76.81,10.00,126.8587700,35.1329980,120,fgmkNE17dL/nEH5ql4vHJw==,-99.84,-30.00,126.8609314,35.1333809,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,https://myungpoom1.modoo.at,,true,126.858832,35.133081,true,126.858832,35.133081,false,,숙박 PC ROOM 업체문의,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4864.31,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,45,19340555,초콜릿호텔,062-384-4777,false,,1,숙박,모텔,221941,221946,230778,광주광역시 서구 쌍촌동 974-13,광주광역시 서구 상무대로 837,쌍촌동 974-13,광주 서구,상무대로 837,초콜릿<b>호텔</b>,062-384-4777,6,899e101727522d368e2de4a10d25f51d,0,http://ldb.phinf.naver.net/20190417_120/1555445721693gJsgT_PNG/5cb5a9240326c9.01002360.png,s,1,1,126.8537576,35.1495426,12,false,AOmuqQJMIwApBOsOisbv3g==,-18.76,10.00,126.8538234,35.1493488,120,ZmZvHamA8KYyagG8cVsbMg==,104.59,-30.00,126.8519440,35.1500130,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://blog.naver.com/yeonokoh,,true,126.853828,35.149424,true,126.853828,35.149424,false,,"숙박 일반실 35,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3388.83,nres://marker/00063-00003,nres://marker/00063-00156,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,
25,46,1009233173,맨하탄호텔,062-381-7676,false,,1,숙박,모텔,221941,221946,230778,광주광역시 서구 치평동 1217-1,광주광역시 서구 상무연하로 73,치평동 1217-1,광주 서구,상무연하로 73,맨하탄<b>호텔</b>,062-381-7676,1,6adb8e24090c5195e9229abdbce5e3c8,0,http://ldb.phinf.naver.net/20190122_142/1548088692320Hm83u_JPEG/50a16ac4d8c6c5e26038510bf7683bc3.jpg,s,1,1,126.8499198,35.1547579,12,false,wx971v18HlmPzX3ZZfnXmg==,-96.52,10.00,126.8501887,35.1547884,120,1lr4prEjAHz579wA7Ziwvw==,-78.11,-30.00,126.8516693,35.1543884,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.850074,35.15475,true,126.850074,35.15475,false,,"숙박 슈펴디럭스 70,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3160.17,nres://marker/00063-00003,nres://marker/00063-00156,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,
26,47,1689013966,도도네 개집,062-676-1872,false,,1,반려동물,반려동물호텔,223267,223272,223316,광주광역시 남구 월산동 1039-29,광주광역시 남구 대남대로293번길 2 2층,월산동 1039-29,광주 남구,대남대로293번길 2,도도네 개집,062-676-1872,85,4d7fce41f7705d75d897e979287624c9,0,http://ldb.phinf.naver.net/20190718_189/1563440925885oH1MU_JPEG/ubHHkH9aeAV93PmEyanaTW-t.jpg,s,1,1,126.8953754,35.1383699,12,false,v3nx+i5LUe9NmCq1eDz+XQ==,64.99,10.00,126.8951378,35.1382589,120,Gp0qKsSDoSSbW5sHjJnSqw==,-81.67,-30.00,126.8966675,35.1381798,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://instagram.com/dodo1872,,,,,,,,false,매일 10:00~20:00 휴무일 별도공지,"애견호텔 4kg 미만 1박 20,000 | 애견호텔 4kg 이상 1박 30,000 | 애견놀이방 4kg미만 1시간 2,000 | 애견놀이방 4kg이상1시간 3,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,4485.20,nres://marker/00063-00006,nres://marker/00063-00159,,,,,222606,222607,1004452,,,,2층,,,,,,,,,,,,,,,,,,,,
27,48,19452231,yes무인호텔,062-971-1884,false,,1,숙박,모텔,221941,221946,230778,광주광역시 광산구 월계동 873-4,광주광역시 광산구 첨단중앙로124번길 5-26,월계동 873-4,광주 광산구,첨단중앙로124번길 5-26,yes무인<b>호텔</b>,062-971-1884,0,88b7be111c22ba6e2fa3fa6fe95c39d1,0,http://ldb.phinf.naver.net/20180207_269/1517948392817t01hs_JPEG/5a78f4c7c63c94.81015203.jpg,s,1,1,126.8448724,35.2166886,12,false,PkKqrPIHJ2ubMBVnFB+cmA==,-1.84,5.50,126.8449435,35.2164961,90,vaDnTqHhvTz/z4b7JILnow==,94.31,-30.00,126.8424988,35.2168655,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,"숙박 프리미엄 50,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5376.46,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,49,16079018,삼화호텔,062-682-6811,false,,1,숙박,모텔,221941,221946,230778,광주광역시 서구 금호동 795-4,광주광역시 서구 풍금로177번길 3,금호동 795-4,광주 서구,풍금로177번길 3,삼화<b>호텔</b>,062-682-6811,5,37811ac78829ddfea98e55b0f4274564,0,http://ldb.phinf.naver.net/20200808_120/1596831335223njESl_PNG/5f2d1c9dd11004.72238540.png,s,1,1,126.8588795,35.1316021,12,false,57Cbu64qZO7hQmF6Ebohfg==,156.96,10.00,126.8588402,35.1316943,120,eEH2bsVFz7tStBzK+bKZaA==,-79.24,-30.00,126.8611145,35.1311760,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.858867,35.131656,true,126.858867,35.131656,false,,"숙박 특실-트윈 40,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5018.47,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,50,11803663,데이앤데이 광산점,062-942-8636,false,,1,"카페,디저트",베이커리,220036,220052,220564,광주광역시 광산구 우산동 1598-3,광주광역시 광산구 사암로 172 광산 이마트,우산동 1598-3,광주 광산구,사암로 172,데이앤데이 광산점,062-942-8636,0,6ac761a4500b62ab355be6fdc3327bff,0,http://ldb.phinf.naver.net/20150901_131/1441044164750X9RCY_GIF/11803663_0.gif,s,1,1,126.8086140,35.1601200,12,false,CusVV3EstsOcTOkRmehJWA==,-85.10,10.00,126.8091278,35.1600756,120,IcsfxWdTfQz3bzZWL3yg5w==,80.11,-30.00,126.8066635,35.1597786,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.8090864,35.1603295,true,126.8081781,35.1597445,false,,"달콤초코케익 8,900 | 고구마 케익 19,000 | 트로픽 망고 무스(대) 18,000 | 상황버섯호두찰빵 2,800 | 블루베리 머핀 1,300",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,6210.31,nres://marker/00063-00013,nres://marker/00063-00166,,,,,,,,,,,광산 이마트,,,,,,,,,221164,,,,,,,,,,,
30,51,1012306544,호텔카르마,062-374-8228,false,,1,숙박,모텔,221941,221946,230778,광주광역시 서구 치평동 1220-5,광주광역시 서구 상무번영로 49-1,치평동 1220-5,광주 서구,상무번영로 49-1,<b>호텔</b>카르마,062-374-8228,3,1df828352d05a244c4e6b591a39395ef,0,http://ldb.phinf.naver.net/20190704_25/1562185111983WUUxv_JPEG/5d1ca7fb9f1985.28296757.jpg,s,1,1,126.8527486,35.1543716,12,false,/VVNGl5QFnE+vd4JtFtICQ==,-96.71,10.00,126.8530595,35.1544079,120,1lr4prEjAHz579wA7Ziwvw==,90.94,-30.00,126.8516693,35.1543884,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.852919,35.154336,true,126.852919,35.154336,false,,"숙박 트윈-더블+더블/롤가능커플PC(매일 소독/코로나 안심 객실) 60,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3016.34,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,52,1532863510,소풍호텔 전기차충전소,,false,,0,"교통,운수서비스",전기차충전소,226187,226190,226404,광주광역시 북구 운암동 97-33,광주광역시 북구 북문대로 15,운암동 97-33,광주 북구,북문대로 15,소풍<b>호텔</b> 전기차충전소,,0,604b1e7a35d6e4137c56401925453dc3,0,,s,1,1,126.8832438,35.1736210,12,false,Z/eojkWxfwCidAQqwU81mw==,-172.91,10.00,126.8832842,35.1739420,120,wKX570JX6JxGICocydWhPQ==,90.66,-30.00,126.8788910,35.1736679,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.883334,35.173727,true,126.883334,35.173727,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,811.63,nres://marker/00063-00059,nres://marker/00063-00213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,53,1479930703,마루무인호텔,062-971-5842,false,,1,숙박,모텔,221941,221946,230778,광주광역시 광산구 쌍암동 682-3,광주광역시 광산구 임방울대로825번길 21-5,쌍암동 682-3,광주 광산구,임방울대로825번길 21-5,마루무인<b>호텔</b>,062-971-5842,1,45f41712202e4280b39d3e454f866fb4,0,http://ldb.phinf.naver.net/20200612_294/1591906551841m25oC_JPEG/5ee1d088d1ea64.76333579.jpg,s,1,1,126.8483541,35.2188241,12,false,21InJ5z+kL53p0LgKxnQWA==,154.79,10.00,126.8482932,35.2189530,120,44IMuW5wJ8vsX3HOk2gMoQ==,-97.34,-30.00,126.8522186,35.2193184,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.848351,35.218897,true,126.848351,35.218897,false,,"숙박 프리미엄 트윈(공기청정기/스타일러/도보 고객 전용-1만원 할인 중) 50,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,5438.02,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,54,1992400026,쿠(COO)호텔(그린),062-653-2477,false,,1,숙박,여관,221941,221945,,광주광역시 남구 방림동 540-21,광주광역시 남구 대남대로117번길 3-3,방림동 540-21,광주 남구,대남대로117번길 3-3,쿠(COO)<b>호텔</b>(그린),062-653-2477,0,2e1763180e6f2628f0da4d178977a0fd,0,,s,1,1,126.9126357,35.1337078,12,false,MPrvnGQcv5e4s9D4pq43ag==,-16.36,10.00,126.9126659,35.1336049,120,G6a3Gue2vTiQEdNYzBUrww==,-98.62,-30.00,126.9147186,35.1340218,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5748.70,nres://marker/00063-00003,nres://marker/00063-00156,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,
34,55,32566548,퀸호텔,062-374-0076,false,0507-1439-0270,1,숙박,모텔,221941,221946,230778,광주광역시 서구 치평동 1255-8,광주광역시 서구 상무평화로 97-10,치평동 1255-8,광주 서구,상무평화로 97-10,퀸<b>호텔</b>,062-374-0076,19,f28caa58b33ccd9b6e9e8ad744c4a4d4,0,http://ldb.phinf.naver.net/20200521_188/1590005743372p4sDk_JPEG/5ec4c07da6f8b5.19089138.jpg,s,1,1,126.8498745,35.1489535,12,false,DrI32u+lhfGhyBF0UGhD3Q==,148.55,10.00,126.8496349,35.1493441,120,tx/yOAeRA1TyNvuLHilWQw==,-84.64,-30.00,126.8519440,35.1487579,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://queenhotel.modoo.at/,,true,126.849726,35.148953,true,126.849726,35.148953,false,,"숙박 일반실(소독완료/코로나안심객실) 40,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3648.72,nres://marker/00063-00003,nres://marker/00063-00156,,,,,222606,222607,1004452,,,,,,,,,,,,,,,,,,,,,,,,
35,56,19847011,클라우드인광주호텔,062-511-9595,false,,1,숙박,모텔,221941,221946,230778,광주광역시 북구 중흥동 711-8,광주광역시 북구 경양로165번길 8,중흥동 711-8,광주 북구,경양로165번길 8,클라우드인<b>광주호텔</b>,062-511-9595,0,ffd1ce4d11d8b9f1331be510ce656d1e,0,http://ldb.phinf.naver.net/20150831_150/1441018716356SWDEg_JPEG/SUBMIT_1352840290492_19847011.jpg,s,1,1,126.9097429,35.1608562,12,false,3M36U66xXwrP4a1sbIf0Qg==,61.17,10.00,126.9096346,35.1607965,120,bdGaNcBWWoVmvUZqopA2TQ==,93.33,-30.00,126.9063873,35.1610489,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.909685,35.160777,true,126.909685,35.160777,false,평일 00:00~24:00 연중무휴 | 주말 00:00~24:00 연중무휴,"숙박 A실 30,000 | 숙박 B실 25,000 | 대실 A실 15,000 | 대실 B실 12,000",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3568.98,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,57,35438547,젠틀맨호텔,062-522-9400,false,,1,숙박,모텔,221941,221946,230778,광주광역시 북구 중흥동 713-6,광주광역시 북구 경양로 160,중흥동 713-6,광주 북구,경양로 160,젠틀맨<b>호텔</b>,062-522-9400,0,f5e86f9d0f0e83e20dda5a9c9560ac02,0,http://ldb.phinf.naver.net/20180612_216/1528773722887IBbCM_JPEG/5b0f5139301b82.27088350.jpg,s,1,1,126.9092248,35.1603069,12,false,qMFyHIt/ZkjubqZ+HMSOVg==,-168.64,10.00,126.9092619,35.1604901,120,7ZwHibWBaPt2bNBRM++dmw==,89.54,-30.00,126.9063873,35.1602821,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.9092769,35.1604456,true,126.9092769,35.1604456,false,,"숙박 특실 (월풀/스파, 빔 프로젝트) 업체문의",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3554.09,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,58,1024074632,뷰티호텔 광주1호점,062-571-6680,false,,1,미용,"피부,체형관리",223267,223268,223291,광주광역시 북구 신용동 746,광주광역시 북구 첨단연신로108번길 116,신용동 746,광주 북구,첨단연신로108번길 116,뷰티<b>호텔</b> <b>광주</b>1호점,062-571-6680,0,9638efa85f7d05943bfeb1a544535275,0,http://ldb.phinf.naver.net/20200104_200/1578094119356H1MLB_JPEG/IijnPwGrvOnJ4NudDNiz14M6.JPG.jpg,s,1,1,126.8646740,35.2097010,12,false,WdAq4lirGHUO+gApNf1G9w==,81.66,10.00,126.8644500,35.2096680,120,SkDU8vOurKPkfZpvNAaccA==,93.55,-30.00,126.8611145,35.2099190,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://blog.naver.com/yusuyeon1020,,true,126.864737,35.209752,true,126.864737,35.209752,false,매일 10:00~20:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3978.09,nres://marker/00063-00035,nres://marker/00063-00188,,,,,,,,,,,,,,,,,,,,223466,,,,,,,,,,,
38,59,1588910120,한화호텔앤드리조트,062-381-0380,false,,1,숙박,모텔,221941,221946,230778,광주광역시 서구 치평동 1314-1,광주광역시 서구 상무화원로32번길 3,치평동 1314-1,광주 서구,상무화원로32번길 3,한화<b>호텔</b>앤드리조트,062-381-0380,0,547faf53d761939b0c25360c00629c7f,0,,s,1,1,126.8441766,35.1453426,12,false,MWbs380BMhRCaTMeXf9mmA==,129.56,10.00,126.8440731,35.1454279,120,7U0GY9MgBANwGJML2qYCjw==,175.60,-30.00,126.8438492,35.1495171,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.844186,35.145432,true,126.844186,35.145432,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4287.13,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,60,20596664,헤라호텔,062-369-9998,false,,1,숙박,모텔,221941,221946,230778,광주광역시 서구 농성동 645-10,광주광역시 서구 화정로309번길 36-1 알프스모텔,농성동 645-10,광주 서구,화정로309번길 36-1,헤라<b>호텔</b>,062-369-9998,0,3dfd41965c9f9025b8b1fb339f9a3e72,0,,s,1,1,126.8871847,35.1529016,12,false,04KyA0Vmx2Owmbz8A8ZQMA==,21.63,10.88,126.8871576,35.1527581,90,u5wPJRPoAfj5WpnqegczYw==,-90.71,-30.00,126.8897247,35.1529312,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://yanolja.com/places/24834,,,,,,,,false,,"숙박 일반실 30,000",,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,2704.51,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,알프스모텔,,,,,,,,,,,,,,,,,,,,
40,61,1016543269,앙코르호텔,,false,,0,"서비스,산업",기업,225111,225131,225332,광주광역시 서구 치평동 1141-17,광주광역시 서구 상무평화로 128,치평동 1141-17,광주 서구,상무평화로 128,앙코르<b>호텔</b>,,0,b321984989f0d11623f684942d7e2388,0,,s,1,1,126.8525532,35.1492400,12,false,hcrpF4EGKcCkNtEV/zVlSw==,153.14,10.00,126.8524780,35.1493880,120,tx/yOAeRA1TyNvuLHilWQw==,51.67,-30.00,126.8519440,35.1487579,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3478.47,nres://marker/00063-00035,nres://marker/00063-00188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,62,1628273886,한화호텔 전남대병원점,062-220-5019,false,,1,음식점,한식,220036,220037,220053,광주광역시 동구 학동 8,광주광역시 동구 제봉로 42,학동 8,광주 동구,제봉로 42,한화<b>호텔</b> 전남대병원점,062-220-5019,0,5624b011e394fcb8af25a807f925a712,0,,s,1,1,126.9219641,35.1419213,8,false,,,,,,,4bW+hedjYb//tR43AknmyQ==,-92.55,-30.00,126.9255524,35.1420784,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.9208727,35.1425342,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5668.07,nres://marker/00063-00122,nres://marker/00063-00276,,,,,,,,,,,,,,,,,false,126.9219702,35.1429553,,,,,,,,,,,,
42,63,1786416216,스무디킹 이마트24R상무유탑호텔점,02-6916-1500,false,,1,"카페,디저트","과일,주스전문점",220036,220052,220584,광주광역시 서구 치평동 1231-5,광주광역시 서구 시청로 53,치평동 1231-5,광주 서구,시청로 53,스무디킹 이마트24R상무유탑<b>호텔</b>점,02-6916-1500,0,c31617b1006a520fe6d85f4ae41fd1b3,0,http://ldb.phinf.naver.net/20200513_174/1589352388889dYFzV_JPEG/qk8Z326h7EFBDs78KY-NOKaQ.jpg,s,1,1,126.8511559,35.1531841,12,false,,,,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://www.smoothieking.co.kr,,,,,,,,false,,"스트로베리 익스트림 S 4,900 | 레몬 트위스트 스트로베리 S 4,900 | 망고 페스티벌 S 4,900 | 하이프로틴 아몬드 바나나 S 4,900 | 슬림앤슬림 다크초코 4,900 | 아메리카노 변동가격(업주문의)",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,3211.20,nres://marker/00063-00090,nres://marker/00063-00244,,,,,,,,,,,,,,,,,,,,221409,,,,,,,,,,,
43,64,16057302,CU 상무호텔점,062-373-3901,false,,1,"생활,편의",편의점,223267,223271,223310,광주광역시 서구 치평동 1237-2,광주광역시 서구 상무연하로 45 서영빌딩,치평동 1237-2,광주 서구,상무연하로 45,CU 상무<b>호텔</b>점,062-373-3901,0,61952cb2415815b2a2ee9b1f8bfcd7fc,0,http://ldb.phinf.naver.net/20200109_34/1578536934584lARkQ_PNG/G4sy524RQNZsd00KCNdMc-Oy.png,s,1,1,126.8500058,35.1523859,12,false,0SyKp4nu3s6/Y22sQ4ZYEw==,-57.41,6.69,126.8501796,35.1523150,43,rGUKMNbbRkbwJQFnG/w+lg==,-82.54,-30.00,126.8516693,35.1521530,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,http://cu.bgfretail.com/,,true,126.850067,35.152312,true,126.850067,35.152312,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3347.06,nres://marker/00063-00050,nres://marker/00063-00203,,,,,222606,222607,1004380,,,,서영빌딩,,,,,,,,,,,,,,,,,,,1002043,
44,65,37481565,센트럴관광호텔노래방,,false,,0,"스포츠,오락",노래방,221986,221989,222041,광주광역시 서구 치평동 1218-3,광주광역시 서구 상무연하로 68 센트럴호텔,치평동 1218-3,광주 서구,상무연하로 68,센트럴관광<b>호텔</b>노래방,,0,540c06183d58cdf89b7af076dc5948cb,0,,s,1,1,126.8504862,35.1543129,12,false,xiFYWZa1efgpW8Fmb//bPA==,86.64,10.00,126.8501889,35.1542952,120,1lr4prEjAHz579wA7Ziwvw==,-93.70,-30.00,126.8516693,35.1543884,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.8502978,35.1543238,true,126.8502978,35.1543238,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,3159.65,nres://marker/00063-00091,nres://marker/00063-00245,,,,,,,,,,,센트럴호텔,,,,,,,,,222084,,,,,,,,,,,
45,66,21268558,무등뉴월드관광호텔,062-942-9111,false,,1,"연애,결혼",예식장,223267,223279,223366,광주광역시 광산구 송정동 1364,광주광역시 광산구 상무대로 231,송정동 1364,광주 광산구,상무대로 231,무등뉴월드관광<b>호텔</b>,062-942-9111,0,977d33fb4fa25be905ce8da1c725cc77,0,,s,1,1,126.7926179,35.1399559,12,false,stFsZ3n1+LgaZZqjAms+Bg==,-54.34,10.00,126.7928600,35.1397820,120,UsEvYJHuvb6bRbgrUZ0cQg==,83.69,-30.00,126.7891693,35.1395721,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,<b>광주</b>광역시 광산구 송정동 소재 예식장.,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,8398.32,nres://marker/00037-00121,nres://marker/00037-00245,,,,,,,,,,,,,,,,,,,,229169,,,,,,,,,,,
46,67,11803664,데이앤데이 광주점,062-367-3451,false,,1,"카페,디저트",베이커리,220036,220052,220564,광주광역시 서구 화정동 12-13 이마트 지상1층,광주광역시 서구 죽봉대로 61 광주 이마트,화정동 12-13 이마트 지상1층,광주 서구,죽봉대로 61,데이앤데이 <b>광주</b>점,062-367-3451,0,5c42c4bb5463c213ded0a1433e825221,0,http://ldb.phinf.naver.net/20150901_22/1441044164952D5UUm_GIF/11803664_0.gif,s,1,1,126.8814267,35.1586770,12,false,usKn0hdWKMIb0bvwhlM/Gw==,87.28,10.00,126.8809697,35.1586549,120,aCfJqs9mVKu08ulLVOk3rg==,82.81,-30.00,126.8791656,35.1583900,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.881682,35.159245,true,126.8828,35.15895,false,,"달콤초코케익 8,900 | 고구마 케익 19,000 | 트로픽 망고 무스(대) 18,000 | 상황버섯호두찰빵 2,800 | 블루베리 머핀 1,300",,,,false,1,false,,,false,false,false,false,false,,false,,,false,,-1,,1909.61,nres://marker/00063-00013,nres://marker/00063-00166,,,,,,,,,,,광주 이마트,,,,,,false,126.881143,35.158895,221164,,,,,false,126.882225,35.1592333,,,,
47,68,16290041,국제비즈니스호텔W-STAY입구,,false,,0,도로시설,방면정보,227616,227755,227813,광주광역시 남구 주월동,,,,,국제비즈니스<b>호텔</b>W-STAY입구,,0,fe621d91f5f7f0090d98dc371f42cf5f,0,http://ldb.phinf.naver.net/20200429_187/1588155360858JKaXs_JPEG/diVFx6uHsgcnQIbFgaCFUuM-.JPG.jpg,s,1,1,126.9019250,35.1322879,12,false,PhV9wxDOTBUCsOLt3wOIzg==,-116.68,10.00,126.9021518,35.1324017,120,419fOerlGaZPpssr6cg/Kg==,-94.35,-30.00,126.9066696,35.1326447,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,,,,,,,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,5357.02,nres://marker/00063-00057,nres://marker/00063-00211,,,,,,,,,,,,,,,,,,,,227815,,,,,,,,,,,
48,69,749669695,라마다플라자광주호텔 주차장,,false,,0,"교통,운수",민영주차장,226187,226189,226201,광주광역시 서구 치평동 1238-3,광주광역시 서구 상무자유로 149 라마다프라자호텔,치평동 1238-3,광주 서구,상무자유로 149,라마다플라자<b>광주호텔</b> 주차장,,0,6ea9bf056278ab422828e337ae1f5334,0,,s,1,1,126.8505532,35.1519812,12,false,ljzgCC7bZkoaC34xAPYlmA==,0.47,10.00,126.8505508,35.1516883,120,rGUKMNbbRkbwJQFnG/w+lg==,-98.80,-30.00,126.8516693,35.1521530,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.8506944,35.1518558,true,126.8506944,35.1518558,false,평일 00:00~24:00 | 토요일 00:00~24:00 | 일요일 00:00~24:00 | 공휴일 00:00~24:00,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,0,3348.31,nres://marker/00063-00111,nres://marker/00063-00265,,,,,,,,,,,라마다프라자호텔,,,,,,false,126.8503022,35.1520472,226256,,,,,,,,,,,
49,70,1557072922,탑호텔,062-351-6700,false,,1,숙박,모텔,221941,221946,230778,광주광역시 서구 양동 188-1,광주광역시 서구 구성로93번길 10,양동 188-1,광주 서구,구성로93번길 10,탑<b>호텔</b>,062-351-6700,0,acc2948f220758699bdb9fd77a6c1f27,0,,s,1,1,126.9055671,35.1489066,12,false,ZRlXiy+L26zL/k41oEiP1A==,75.93,17.75,126.9054616,35.1489774,70,qn7bkpOoE9SxDRCo+Ec6dw==,-89.25,-30.00,126.9063873,35.1488953,124,,,,,,,,,,,,,,false,1,,,,false,,false,,false,,,true,126.905733,35.148976,true,126.905733,35.148976,false,,,,,,false,0,false,,,false,false,false,false,false,,false,,,false,,-1,,4044.46,nres://marker/00063-00003,nres://marker/00063-00156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
